DateTime,Time Offset,SEM ID,ECG heart rate,HR Confidence,Belt Breathing rate,Breathing rate confidence,Lead off,Belt off,Skin temperature (IR),Body position,Ambulation,PWI,Event Count
8/12/2013 11:58:01.453,1924,01312035 EQ-02,0,100,0,90,1,1,34.4,Prone,MovingSlowly,Blue,0,
8/12/2013 11:58:16.453,1939,01312035 EQ-02,0,100,0,90,1,1,34.4,Prone,MovingSlowly,Blue,0,
8/12/2013 11:58:31.453,1954,01312035 EQ-02,0,100,0,90,1,1,34.4,Prone,MovingSlowly,Blue,0,
8/12/2013 11:58:46.453,1969,01312035 EQ-02,0,100,0,90,1,1,34.4,Prone,Stationary,Blue,0,
8/12/2013 11:59:01.453,1984,01312035 EQ-02,0,100,0,90,1,1,34.4,Prone,Stationary,Blue,0,
8/12/2013 11:59:16.453,1999,01312035 EQ-02,0,100,0,90,1,1,34.4,Prone,Stationary,Blue,0,
8/12/2013 11:59:31.453,2014,01312035 EQ-02,0,100,0,90,1,1,34.4,Prone,Stationary,Blue,0,
8/12/2013 11:59:46.453,2029,01312035 EQ-02,0,100,0,90,1,1,34.4,Prone,Stationary,Blue,0,
8/12/2013 12:00:01.453,2044,01312035 EQ-02,0,100,0,90,1,1,34.5,Prone,Stationary,Blue,0,
8/12/2013 12:00:16.453,2059,01312035 EQ-02,0,100,0,90,1,1,34.4,Prone,MovingSlowly,Blue,0,
8/12/2013 12:00:31.453,2074,01312035 EQ-02,0,100,0,90,1,1,34.5,Prone,MovingSlowly,Blue,0,
8/12/2013 12:00:46.453,2089,01312035 EQ-02,0,100,0,90,1,1,34.5,Prone,Stationary,Blue,0,
8/12/2013 12:01:01.453,2104,01312035 EQ-02,0,100,0,90,1,1,34.5,Prone,Stationary,Blue,0,
8/12/2013 12:01:16.453,2119,01312035 EQ-02,0,100,0,90,1,1,34.5,Prone,MovingSlowly,Blue,0,
8/12/2013 12:01:31.453,2134,01312035 EQ-02,0,100,0,90,1,1,34.5,Prone,MovingSlowly,Blue,0,
8/12/2013 12:01:46.453,2149,01312035 EQ-02,0,100,0,90,1,1,34.5,Prone,MovingSlowly,Blue,0,
8/12/2013 12:02:01.453,2164,01312035 EQ-02,0,100,0,90,1,1,34.6,Prone,Stationary,Blue,0,
8/12/2013 12:02:16.453,2179,01312035 EQ-02,0,100,0,90,1,1,34.6,Prone,Stationary,Blue,0,
8/12/2013 12:02:31.453,2194,01312035 EQ-02,0,100,0,90,1,1,34.6,Prone,Stationary,Blue,0,
8/12/2013 12:02:46.453,2209,01312035 EQ-02,0,100,0,90,1,1,34.6,Prone,Stationary,Blue,0,
8/12/2013 12:03:01.453,2224,01312035 EQ-02,0,100,0,90,1,1,34.6,Prone,Stationary,Blue,0,
8/12/2013 12:03:16.453,2239,01312035 EQ-02,0,100,0,90,1,1,34.6,Prone,Stationary,Blue,0,
8/12/2013 12:03:31.453,2254,01312035 EQ-02,0,100,0,90,1,1,34.6,Prone,Stationary,Blue,0,
8/12/2013 12:03:46.453,2269,01312035 EQ-02,0,100,0,90,1,1,34.6,Prone,Stationary,Blue,0,
8/12/2013 12:04:01.453,2284,01312035 EQ-02,0,100,0,90,1,1,34.6,Prone,Stationary,Blue,0,
8/12/2013 12:04:16.453,2299,01312035 EQ-02,0,100,0,90,1,1,34.7,Prone,Stationary,Blue,0,
8/12/2013 12:04:31.453,2314,01312035 EQ-02,0,100,0,90,1,1,34.7,Prone,Stationary,Blue,0,
8/12/2013 12:04:46.453,2329,01312035 EQ-02,0,100,0,90,1,1,34.7,Prone,Stationary,Blue,0,
8/12/2013 12:05:01.453,2344,01312035 EQ-02,0,100,0,90,1,1,34.7,Prone,Stationary,Blue,0,
8/12/2013 12:05:16.453,2359,01312035 EQ-02,0,100,0,90,1,1,34.7,Prone,Stationary,Blue,0,
8/12/2013 12:05:31.453,2374,01312035 EQ-02,0,100,0,90,1,1,34.7,Prone,Stationary,Blue,0,
8/12/2013 12:05:46.453,2389,01312035 EQ-02,0,100,0,90,1,1,34.7,Prone,Stationary,Blue,0,
8/12/2013 12:06:01.453,2404,01312035 EQ-02,0,100,0,90,1,1,34.7,Prone,Stationary,Blue,0,
8/12/2013 12:06:16.453,2419,01312035 EQ-02,0,100,0,90,1,1,34.8,Prone,Stationary,Blue,0,
8/12/2013 12:06:31.453,2434,01312035 EQ-02,0,100,0,90,1,1,34.7,Prone,Stationary,Blue,0,
8/12/2013 12:06:46.453,2449,01312035 EQ-02,0,100,0,90,1,1,34.8,Prone,Stationary,Blue,0,
8/12/2013 12:07:01.453,2464,01312035 EQ-02,0,100,0,90,1,1,34.8,Prone,Stationary,Blue,0,
8/12/2013 12:07:16.453,2479,01312035 EQ-02,0,100,0,90,1,1,34.8,Prone,Stationary,Blue,0,
8/12/2013 12:07:31.453,2494,01312035 EQ-02,0,100,0,90,1,1,34.8,Prone,Stationary,Blue,0,
8/12/2013 12:07:46.453,2509,01312035 EQ-02,0,100,0,90,1,1,34.8,Prone,Stationary,Blue,0,
8/12/2013 12:08:01.453,2524,01312035 EQ-02,0,100,0,90,1,1,34.8,Prone,Stationary,Blue,0,
8/12/2013 12:08:16.453,2539,01312035 EQ-02,0,100,0,90,1,1,34.8,Prone,Stationary,Blue,0,
8/12/2013 12:08:31.453,2554,01312035 EQ-02,0,100,0,90,1,1,34.8,Prone,Stationary,Blue,0,
8/12/2013 12:08:46.453,2569,01312035 EQ-02,0,100,0,90,1,1,34.9,Prone,Stationary,Blue,0,
8/12/2013 12:09:01.453,2584,01312035 EQ-02,0,100,0,90,1,1,34.8,Prone,Stationary,Blue,0,
8/12/2013 12:09:16.453,2599,01312035 EQ-02,0,100,0,90,1,1,34.9,Prone,Stationary,Blue,0,
8/12/2013 12:09:31.453,2614,01312035 EQ-02,0,100,0,90,1,1,34.9,Prone,Stationary,Blue,0,
8/12/2013 12:09:46.453,2629,01312035 EQ-02,0,100,0,90,1,1,34.9,Prone,Stationary,Blue,0,
8/12/2013 12:10:01.453,2644,01312035 EQ-02,0,100,0,90,1,1,34.9,Prone,Stationary,Blue,0,
8/12/2013 12:10:16.453,2659,01312035 EQ-02,0,100,0,90,1,1,34.9,Prone,Stationary,Blue,0,
8/12/2013 12:10:31.453,2674,01312035 EQ-02,0,100,0,90,1,1,34.9,Prone,Stationary,Blue,0,
8/12/2013 12:10:46.453,2689,01312035 EQ-02,0,100,0,90,1,1,34.9,Prone,Stationary,Blue,0,
8/12/2013 12:11:01.453,2704,01312035 EQ-02,0,100,0,90,1,1,34.9,Prone,Stationary,Blue,0,
8/12/2013 12:11:16.453,2719,01312035 EQ-02,0,100,0,90,1,1,34.9,Prone,Stationary,Blue,0,
8/12/2013 12:11:31.453,2734,01312035 EQ-02,0,100,0,90,1,1,34.9,Prone,Stationary,Blue,0,
8/12/2013 12:11:46.453,2749,01312035 EQ-02,0,100,0,90,1,1,35,Prone,Stationary,Blue,0,
8/12/2013 12:12:01.453,2764,01312035 EQ-02,0,100,0,90,1,1,35,Prone,Stationary,Blue,0,
8/12/2013 12:12:16.453,2779,01312035 EQ-02,0,100,0,90,1,1,34.9,Prone,Stationary,Blue,0,
8/12/2013 12:12:31.453,2794,01312035 EQ-02,0,100,0,90,1,1,35,Prone,Stationary,Blue,0,
8/12/2013 12:12:46.453,2809,01312035 EQ-02,0,100,0,90,1,1,35,Prone,Stationary,Blue,0,
8/12/2013 12:13:01.453,2824,01312035 EQ-02,0,100,0,90,1,1,35,Prone,Stationary,Blue,0,
8/12/2013 12:13:16.453,2839,01312035 EQ-02,0,100,0,90,1,1,35,Prone,Stationary,Blue,0,
8/12/2013 12:13:31.453,2854,01312035 EQ-02,0,100,0,90,1,1,35,Prone,Stationary,Blue,0,
8/12/2013 12:13:46.453,2869,01312035 EQ-02,0,100,0,90,1,1,35,Prone,Stationary,Blue,0,
8/12/2013 12:14:01.453,2884,01312035 EQ-02,0,100,0,90,1,1,35,Prone,Stationary,Blue,0,
8/12/2013 12:14:16.453,2899,01312035 EQ-02,0,100,0,90,1,1,35,Prone,Stationary,Blue,0,
8/12/2013 12:14:31.453,2914,01312035 EQ-02,0,100,0,90,1,1,35,Prone,Stationary,Blue,0,
8/12/2013 12:14:46.453,2929,01312035 EQ-02,0,100,0,90,1,1,35,Prone,Stationary,Blue,0,
8/12/2013 12:15:01.453,2944,01312035 EQ-02,0,100,0,90,1,1,35,Prone,Stationary,Blue,0,
8/12/2013 12:15:16.453,2959,01312035 EQ-02,0,100,0,90,1,1,35.1,Prone,Stationary,Blue,0,
8/12/2013 12:15:31.453,2974,01312035 EQ-02,0,100,0,90,1,1,35.1,Prone,Stationary,Blue,0,
8/12/2013 12:15:46.453,2989,01312035 EQ-02,0,100,0,90,1,1,35.1,Prone,Stationary,Blue,0,
8/12/2013 12:16:01.453,3004,01312035 EQ-02,0,100,0,90,1,1,35.1,Prone,Stationary,Blue,0,
8/12/2013 12:16:16.453,3019,01312035 EQ-02,0,100,0,90,1,1,35.1,Prone,Stationary,Blue,0,
8/12/2013 12:16:31.453,3034,01312035 EQ-02,0,100,0,90,1,1,35.1,Prone,Stationary,Blue,0,
8/12/2013 12:16:46.453,3049,01312035 EQ-02,0,100,0,90,1,1,35.1,Prone,Stationary,Blue,0,
8/12/2013 12:17:01.453,3064,01312035 EQ-02,0,100,0,90,1,1,35.1,Prone,Stationary,Blue,0,
8/12/2013 12:17:16.453,3079,01312035 EQ-02,0,100,0,90,1,1,35.1,Prone,Stationary,Blue,0,
8/12/2013 12:17:31.453,3094,01312035 EQ-02,0,100,0,90,1,1,35.1,Prone,Stationary,Blue,0,
8/12/2013 12:17:46.453,3109,01312035 EQ-02,0,100,0,90,1,1,35.2,Prone,Stationary,Blue,0,
8/12/2013 12:18:01.453,3124,01312035 EQ-02,0,100,0,90,1,1,35.1,Prone,Stationary,Blue,0,
8/12/2013 12:18:16.453,3139,01312035 EQ-02,0,100,0,90,1,1,35.2,Prone,Stationary,Blue,0,
8/12/2013 12:18:31.453,3154,01312035 EQ-02,0,100,0,90,1,1,35.2,Prone,Stationary,Blue,0,
8/12/2013 12:18:46.453,3169,01312035 EQ-02,0,100,0,90,1,1,35.2,Prone,Stationary,Blue,0,
8/12/2013 12:19:01.453,3184,01312035 EQ-02,0,100,0,90,1,1,35.2,Prone,Stationary,Blue,0,
8/12/2013 12:19:16.453,3199,01312035 EQ-02,0,100,0,90,1,1,35.2,Prone,Stationary,Blue,0,
8/12/2013 12:19:31.453,3214,01312035 EQ-02,0,100,0,90,1,1,35.2,Prone,Stationary,Blue,0,
8/12/2013 12:19:46.453,3229,01312035 EQ-02,0,100,0,90,1,1,35.2,Prone,Stationary,Blue,0,
8/12/2013 12:20:01.453,3244,01312035 EQ-02,0,100,0,90,1,1,35.2,Prone,Stationary,Blue,0,
8/12/2013 12:20:16.453,3259,01312035 EQ-02,0,100,0,90,1,1,35.2,Prone,Stationary,Blue,0,
8/12/2013 12:20:31.453,3274,01312035 EQ-02,0,100,0,90,1,1,35.2,Prone,Stationary,Blue,0,
8/12/2013 12:20:46.453,3289,01312035 EQ-02,0,100,0,90,1,1,35.2,Prone,Stationary,Blue,0,
8/12/2013 12:21:01.453,3304,01312035 EQ-02,0,100,0,90,1,1,35.3,Prone,Stationary,Blue,0,
8/12/2013 12:21:16.453,3319,01312035 EQ-02,0,100,0,90,1,1,35.3,Prone,Stationary,Blue,0,
8/12/2013 12:21:31.453,3334,01312035 EQ-02,0,100,0,90,1,1,35.3,Prone,Stationary,Blue,0,
8/12/2013 12:21:46.453,3349,01312035 EQ-02,0,100,0,90,1,1,35.3,Prone,Stationary,Blue,0,
8/12/2013 12:22:01.453,3364,01312035 EQ-02,0,100,0,90,1,1,35.3,Prone,Stationary,Blue,0,
8/12/2013 12:22:16.453,3379,01312035 EQ-02,0,100,0,90,1,1,35.3,Prone,Stationary,Blue,0,
8/12/2013 12:22:31.453,3394,01312035 EQ-02,0,100,0,90,1,1,35.3,Prone,Stationary,Blue,0,
8/12/2013 12:22:46.453,3409,01312035 EQ-02,0,100,0,90,1,1,35.3,Prone,Stationary,Blue,0,
8/12/2013 12:23:01.453,3424,01312035 EQ-02,0,100,0,90,1,1,35.3,Prone,Stationary,Blue,0,
8/12/2013 12:23:16.453,3439,01312035 EQ-02,0,100,0,90,1,1,35.3,Prone,Stationary,Blue,0,
8/12/2013 12:23:31.453,3454,01312035 EQ-02,0,100,0,90,1,1,35.3,Prone,Stationary,Blue,0,
8/12/2013 12:23:46.453,3469,01312035 EQ-02,0,100,0,90,1,1,35.3,Prone,Stationary,Blue,0,
8/12/2013 12:24:01.453,3484,01312035 EQ-02,0,100,0,90,1,1,35.3,Prone,Stationary,Blue,0,
8/12/2013 12:24:16.453,3499,01312035 EQ-02,0,100,0,90,1,1,35.3,Prone,Stationary,Blue,0,
8/12/2013 12:24:31.453,3514,01312035 EQ-02,0,100,0,90,1,1,35.3,Prone,Stationary,Blue,0,
8/12/2013 12:24:46.453,3529,01312035 EQ-02,0,100,0,90,1,1,35.4,Prone,Stationary,Blue,0,
8/12/2013 12:25:01.453,3544,01312035 EQ-02,0,100,0,90,1,1,35.4,Prone,Stationary,Blue,0,
8/12/2013 12:25:16.453,3559,01312035 EQ-02,0,100,0,90,1,1,35.4,Prone,Stationary,Blue,0,
8/12/2013 12:25:31.453,3574,01312035 EQ-02,0,100,0,90,1,1,35.4,Prone,Stationary,Blue,0,
8/12/2013 12:25:46.453,3589,01312035 EQ-02,0,100,0,90,1,1,35.4,Prone,Stationary,Blue,0,
8/12/2013 12:26:01.453,4,01312035 EQ-02,0,100,0,90,1,1,35.4,Prone,Stationary,Blue,0,
8/12/2013 12:26:16.453,19,01312035 EQ-02,0,100,0,90,1,1,35.5,Prone,Stationary,Blue,0,
8/12/2013 12:26:31.453,34,01312035 EQ-02,0,100,0,90,1,1,35.5,Prone,Stationary,Blue,0,
8/12/2013 12:26:46.453,49,01312035 EQ-02,0,100,0,90,1,1,35.5,Prone,Stationary,Blue,0,
8/12/2013 12:27:01.453,64,01312035 EQ-02,0,100,0,90,1,1,35.5,Prone,Stationary,Blue,0,
8/12/2013 12:27:16.453,79,01312035 EQ-02,0,100,0,90,1,1,35.5,Prone,Stationary,Blue,0,
8/12/2013 12:27:31.453,94,01312035 EQ-02,0,100,0,90,1,1,35.5,Prone,Stationary,Blue,0,
8/12/2013 12:27:46.453,109,01312035 EQ-02,0,100,0,90,1,1,35.5,Prone,Stationary,Blue,0,
8/12/2013 12:28:01.453,124,01312035 EQ-02,0,100,0,90,1,1,35.5,Prone,Stationary,Blue,0,
8/12/2013 12:28:16.453,139,01312035 EQ-02,0,100,0,90,1,1,35.5,Prone,Stationary,Blue,0,
8/12/2013 12:28:31.453,154,01312035 EQ-02,0,100,0,90,1,1,35.5,Prone,Stationary,Blue,0,
8/12/2013 12:28:46.453,169,01312035 EQ-02,0,100,0,90,1,1,35.5,Prone,Stationary,Blue,0,
8/12/2013 12:29:01.453,184,01312035 EQ-02,0,100,0,90,1,1,35.5,Prone,Stationary,Blue,0,
8/12/2013 12:29:16.453,199,01312035 EQ-02,0,100,0,90,1,1,35.5,Prone,Stationary,Blue,0,
8/12/2013 12:29:31.453,214,01312035 EQ-02,0,100,0,90,1,1,35.6,Prone,Stationary,Blue,0,
8/12/2013 12:29:46.453,229,01312035 EQ-02,0,100,0,90,1,1,35.6,Prone,Stationary,Blue,0,
8/12/2013 12:30:01.453,244,01312035 EQ-02,0,100,0,90,1,1,35.6,Prone,Stationary,Blue,0,
8/12/2013 12:30:16.453,259,01312035 EQ-02,0,100,0,90,1,1,35.6,Prone,Stationary,Blue,0,
8/12/2013 12:30:31.453,274,01312035 EQ-02,0,100,0,90,1,1,35.6,Prone,Stationary,Blue,0,
8/12/2013 12:30:46.453,289,01312035 EQ-02,0,100,0,90,1,1,35.6,Prone,Stationary,Blue,0,
8/12/2013 12:31:01.453,304,01312035 EQ-02,0,100,0,90,1,1,35.6,Prone,Stationary,Blue,0,
8/12/2013 12:31:16.453,319,01312035 EQ-02,0,100,0,90,1,1,35.6,Prone,Stationary,Blue,0,
8/12/2013 12:31:31.453,334,01312035 EQ-02,0,100,0,90,1,1,35.6,Prone,Stationary,Blue,0,
8/12/2013 12:31:46.453,349,01312035 EQ-02,0,100,0,90,1,1,35.7,Prone,Stationary,Blue,0,
8/12/2013 12:32:01.453,364,01312035 EQ-02,0,100,0,90,1,1,35.6,Prone,Stationary,Blue,0,
8/12/2013 12:32:16.453,379,01312035 EQ-02,0,100,0,90,1,1,35.7,Prone,Stationary,Blue,0,
8/12/2013 12:32:31.453,394,01312035 EQ-02,0,100,0,90,1,1,35.7,Prone,Stationary,Blue,0,
8/12/2013 12:32:46.453,409,01312035 EQ-02,0,100,0,90,1,1,35.7,Prone,Stationary,Blue,0,
8/12/2013 12:33:01.453,424,01312035 EQ-02,0,100,0,90,1,1,35.7,Prone,Stationary,Blue,0,
8/12/2013 12:33:16.453,439,01312035 EQ-02,0,100,0,90,1,1,35.7,Prone,Stationary,Blue,0,
8/12/2013 12:33:31.453,454,01312035 EQ-02,0,100,0,90,1,1,35.7,Prone,Stationary,Blue,0,
8/12/2013 12:33:46.453,469,01312035 EQ-02,0,100,0,90,1,1,35.7,Prone,Stationary,Blue,0,
8/12/2013 12:34:01.453,484,01312035 EQ-02,0,100,0,90,1,1,35.7,Prone,Stationary,Blue,0,
8/12/2013 12:34:16.453,499,01312035 EQ-02,0,100,0,90,1,1,35.7,Prone,Stationary,Blue,0,
8/12/2013 12:34:31.453,514,01312035 EQ-02,0,100,0,90,1,1,35.7,Prone,Stationary,Blue,0,
8/12/2013 12:34:46.453,529,01312035 EQ-02,0,100,0,90,1,1,35.7,Prone,Stationary,Blue,0,
8/12/2013 12:35:01.453,544,01312035 EQ-02,0,100,0,90,1,1,35.7,Prone,Stationary,Blue,0,
8/12/2013 12:35:16.453,559,01312035 EQ-02,0,100,0,90,1,1,35.7,Prone,Stationary,Blue,0,
8/12/2013 12:35:31.453,574,01312035 EQ-02,0,100,0,90,1,1,35.7,Prone,Stationary,Blue,0,
8/12/2013 12:35:46.453,589,01312035 EQ-02,0,100,0,90,1,1,35.7,Prone,Stationary,Blue,0,
8/12/2013 12:36:01.453,604,01312035 EQ-02,0,100,0,90,1,1,35.7,Prone,Stationary,Blue,0,
8/12/2013 12:36:16.453,619,01312035 EQ-02,0,100,0,90,1,1,35.8,Prone,Stationary,Blue,0,
8/12/2013 12:36:31.453,634,01312035 EQ-02,0,100,0,90,1,1,35.8,Prone,Stationary,Blue,0,
8/12/2013 12:36:46.453,649,01312035 EQ-02,0,100,0,90,1,1,35.8,Prone,Stationary,Blue,0,
8/12/2013 12:37:01.453,664,01312035 EQ-02,0,100,0,90,1,1,35.8,Prone,Stationary,Blue,0,
8/12/2013 12:37:16.453,679,01312035 EQ-02,0,100,0,90,1,1,35.8,Prone,Stationary,Blue,0,
8/12/2013 12:37:31.453,694,01312035 EQ-02,0,100,0,90,1,1,35.8,Prone,Stationary,Blue,0,
8/12/2013 12:37:46.453,709,01312035 EQ-02,0,100,0,90,1,1,35.8,Prone,Stationary,Blue,0,
8/12/2013 12:38:01.453,724,01312035 EQ-02,0,100,0,90,1,1,35.8,Prone,Stationary,Blue,0,
8/12/2013 12:38:16.453,739,01312035 EQ-02,0,100,0,90,1,1,35.8,Prone,Stationary,Blue,0,
8/12/2013 12:38:31.453,754,01312035 EQ-02,0,100,0,90,1,1,35.8,Prone,Stationary,Blue,0,
8/12/2013 12:38:46.453,769,01312035 EQ-02,0,100,0,90,1,1,35.8,Prone,Stationary,Blue,0,
8/12/2013 12:39:01.453,784,01312035 EQ-02,0,100,0,90,1,1,35.9,Prone,Stationary,Blue,0,
8/12/2013 12:39:16.453,799,01312035 EQ-02,0,100,0,90,1,1,35.9,Prone,Stationary,Blue,0,
8/12/2013 12:39:31.453,814,01312035 EQ-02,0,100,0,90,1,1,35.9,Prone,Stationary,Blue,0,
8/12/2013 12:39:46.453,829,01312035 EQ-02,0,100,0,90,1,1,35.9,Prone,Stationary,Blue,0,
8/12/2013 12:40:01.453,844,01312035 EQ-02,0,100,0,90,1,1,35.9,Prone,Stationary,Blue,0,
8/12/2013 12:40:16.453,859,01312035 EQ-02,0,100,0,90,1,1,35.9,Prone,Stationary,Blue,0,
8/12/2013 12:40:31.453,874,01312035 EQ-02,0,100,0,90,1,1,35.9,Prone,Stationary,Blue,0,
8/12/2013 12:40:46.453,889,01312035 EQ-02,0,100,0,90,1,1,35.9,Prone,Stationary,Blue,0,
8/12/2013 12:41:01.453,904,01312035 EQ-02,0,100,0,90,1,1,35.9,Prone,Stationary,Blue,0,
8/12/2013 12:41:16.453,919,01312035 EQ-02,0,100,0,90,1,1,35.9,Prone,Stationary,Blue,0,
8/12/2013 12:41:31.453,934,01312035 EQ-02,0,100,0,90,1,1,35.9,Prone,Stationary,Blue,0,
8/12/2013 12:41:46.453,949,01312035 EQ-02,0,100,0,90,1,1,36,Prone,Stationary,Blue,0,
8/12/2013 12:42:01.453,964,01312035 EQ-02,0,100,0,90,1,1,36,Prone,Stationary,Blue,0,
8/12/2013 12:42:16.453,979,01312035 EQ-02,0,100,0,90,1,1,36,Prone,Stationary,Blue,0,
8/12/2013 12:42:31.453,994,01312035 EQ-02,0,100,0,90,1,1,36,Prone,Stationary,Blue,0,
8/12/2013 12:42:46.453,1009,01312035 EQ-02,0,100,0,90,1,1,36,Prone,Stationary,Blue,0,
8/12/2013 12:43:01.453,1024,01312035 EQ-02,0,100,0,90,1,1,36,Prone,Stationary,Blue,0,
8/12/2013 12:43:16.453,1039,01312035 EQ-02,0,100,0,90,1,1,36,Prone,Stationary,Blue,0,
8/12/2013 12:43:31.453,1054,01312035 EQ-02,0,100,0,90,1,1,36,Prone,Stationary,Blue,0,
8/12/2013 12:43:46.453,1069,01312035 EQ-02,0,100,0,90,1,1,36,Prone,Stationary,Blue,0,
8/12/2013 12:44:01.453,1084,01312035 EQ-02,0,100,0,90,1,1,36,Prone,Stationary,Blue,0,
8/12/2013 12:44:16.453,1099,01312035 EQ-02,0,100,0,90,1,1,36,Prone,Stationary,Blue,0,
8/12/2013 12:44:31.453,1114,01312035 EQ-02,0,100,0,90,1,1,36,Prone,Stationary,Blue,0,
8/12/2013 12:44:46.453,1129,01312035 EQ-02,0,100,0,90,1,1,36,Prone,Stationary,Blue,0,
8/12/2013 12:45:01.453,1144,01312035 EQ-02,0,100,0,90,1,1,36,Prone,Stationary,Blue,0,
8/12/2013 12:45:16.453,1159,01312035 EQ-02,0,100,0,90,1,1,36,Prone,Stationary,Blue,0,
8/12/2013 12:45:31.453,1174,01312035 EQ-02,0,100,0,90,1,1,36,Prone,Stationary,Blue,0,
8/12/2013 12:45:46.453,1189,01312035 EQ-02,0,100,0,90,1,1,36,Prone,Stationary,Blue,0,
8/12/2013 12:46:01.453,1204,01312035 EQ-02,0,100,0,90,1,1,36,Prone,Stationary,Blue,0,
8/12/2013 12:46:16.453,1219,01312035 EQ-02,0,100,0,90,1,1,36,Prone,Stationary,Blue,0,
8/12/2013 12:46:31.453,1234,01312035 EQ-02,0,100,0,90,1,1,36,Prone,Stationary,Blue,0,
8/12/2013 12:46:46.453,1249,01312035 EQ-02,0,100,0,90,1,1,36,Prone,Stationary,Blue,0,
8/12/2013 12:47:01.453,1264,01312035 EQ-02,0,100,0,90,1,1,36,Prone,Stationary,Blue,0,
8/12/2013 12:47:16.453,1279,01312035 EQ-02,0,100,0,90,1,1,36.1,Prone,Stationary,Blue,0,
8/12/2013 12:47:31.453,1294,01312035 EQ-02,0,100,0,90,1,1,36.1,Prone,Stationary,Blue,0,
8/12/2013 12:47:46.453,1309,01312035 EQ-02,0,100,0,90,1,1,36.1,Prone,Stationary,Blue,0,
8/12/2013 12:48:01.453,1324,01312035 EQ-02,0,100,0,90,1,1,36.1,Prone,Stationary,Blue,0,
8/12/2013 12:48:16.453,1339,01312035 EQ-02,0,100,0,90,1,1,36.2,Prone,Stationary,Blue,0,
8/12/2013 12:48:31.453,1354,01312035 EQ-02,0,100,0,90,1,1,36.2,Prone,Stationary,Blue,0,
8/12/2013 12:48:46.453,1369,01312035 EQ-02,0,100,0,90,1,1,36.2,Prone,Stationary,Blue,0,
8/12/2013 12:49:01.453,1384,01312035 EQ-02,0,100,0,90,1,1,36.2,Prone,Stationary,Blue,0,
8/12/2013 12:49:16.453,1399,01312035 EQ-02,0,100,0,90,1,1,36.2,Prone,Stationary,Blue,0,
8/12/2013 12:49:31.453,1414,01312035 EQ-02,0,100,0,90,1,1,36.2,Prone,Stationary,Blue,0,
8/12/2013 12:49:46.453,1429,01312035 EQ-02,0,100,0,90,1,1,36.2,Prone,Stationary,Blue,0,
8/12/2013 12:50:01.453,1444,01312035 EQ-02,0,100,0,90,1,1,36.2,Prone,Stationary,Blue,0,
8/12/2013 12:50:16.453,1459,01312035 EQ-02,0,100,0,90,1,1,36.3,Prone,Stationary,Blue,0,
8/12/2013 12:50:31.453,1474,01312035 EQ-02,0,100,0,90,1,1,36.3,Prone,Stationary,Blue,0,
8/12/2013 12:50:46.453,1489,01312035 EQ-02,0,100,0,90,1,1,36.3,Prone,Stationary,Blue,0,
8/12/2013 12:51:01.453,1504,01312035 EQ-02,0,100,0,90,1,1,36.3,Prone,Stationary,Blue,0,
8/12/2013 12:51:16.453,1519,01312035 EQ-02,0,100,0,90,1,1,36.3,Prone,Stationary,Blue,0,
8/12/2013 12:51:31.453,1534,01312035 EQ-02,0,100,0,90,1,1,36.3,Prone,Stationary,Blue,0,
8/12/2013 12:51:46.453,1549,01312035 EQ-02,0,100,0,90,1,1,36.3,Prone,Stationary,Blue,0,
8/12/2013 12:52:01.453,1564,01312035 EQ-02,0,100,0,90,1,1,36.3,Prone,Stationary,Blue,0,
8/12/2013 12:52:16.453,1579,01312035 EQ-02,0,100,0,90,1,1,36.3,Prone,Stationary,Blue,0,
8/12/2013 12:52:31.453,1594,01312035 EQ-02,0,100,0,90,1,1,36.3,Prone,Stationary,Blue,0,
8/12/2013 12:52:46.453,1609,01312035 EQ-02,0,100,0,90,1,1,36.3,Prone,Stationary,Blue,0,
8/12/2013 12:53:01.453,1624,01312035 EQ-02,0,100,0,90,1,1,36.3,Prone,Stationary,Blue,0,
8/12/2013 12:53:16.453,1639,01312035 EQ-02,0,100,0,90,1,1,36.3,Prone,Stationary,Blue,0,
8/12/2013 12:53:31.453,1654,01312035 EQ-02,0,100,0,90,1,1,36.3,Prone,Stationary,Blue,0,
8/12/2013 12:53:46.453,1669,01312035 EQ-02,0,100,0,90,1,1,36.3,Prone,Stationary,Blue,0,
8/12/2013 12:54:01.453,1684,01312035 EQ-02,0,100,0,90,1,1,36.3,Prone,Stationary,Blue,0,
8/12/2013 12:54:16.453,1699,01312035 EQ-02,0,100,0,90,1,1,36.3,Prone,Stationary,Blue,0,
8/12/2013 12:54:31.453,1714,01312035 EQ-02,0,100,0,90,1,1,36.3,Prone,Stationary,Blue,0,
8/12/2013 12:54:46.453,1729,01312035 EQ-02,0,100,0,90,1,1,36.3,Prone,Stationary,Blue,0,
8/12/2013 12:55:01.453,1744,01312035 EQ-02,0,100,0,90,1,1,36.3,Prone,Stationary,Blue,0,
8/12/2013 12:55:16.453,1759,01312035 EQ-02,0,100,0,90,1,1,36.4,Prone,Stationary,Blue,0,
8/12/2013 12:55:31.453,1774,01312035 EQ-02,0,100,0,90,1,1,36.3,Prone,Stationary,Blue,0,
8/12/2013 12:55:46.453,1789,01312035 EQ-02,0,100,0,90,1,1,36.4,Prone,Stationary,Blue,0,
8/12/2013 12:56:01.453,1804,01312035 EQ-02,0,100,0,90,1,1,36.3,Prone,Stationary,Blue,0,
