DateTime,Time Offset,SEM ID,ECG heart rate,HR Confidence,Belt Breathing rate,Breathing rate confidence,Lead off,Belt off,Skin temperature (IR),Body position,Ambulation,PWI,Event Count
8/13/2013 09:39:31.453,814,01312035 EQ-02,0,100,0,90,1,1,30.4,Prone,Stationary,Blue,0,
8/13/2013 09:39:46.453,829,01312035 EQ-02,0,100,0,90,1,1,30.4,Prone,Stationary,Blue,0,
8/13/2013 09:40:01.453,844,01312035 EQ-02,0,100,0,90,1,1,30.4,Prone,Stationary,Blue,0,
8/13/2013 09:40:16.453,859,01312035 EQ-02,0,100,0,90,1,1,30.5,Prone,Stationary,Blue,0,
8/13/2013 09:40:31.453,874,01312035 EQ-02,0,100,0,90,1,1,30.4,Prone,Stationary,Blue,0,
8/13/2013 09:40:46.453,889,01312035 EQ-02,0,100,0,90,1,1,30.4,Prone,Stationary,Blue,0,
8/13/2013 09:41:01.453,904,01312035 EQ-02,0,100,0,90,1,1,30.4,Prone,Stationary,Blue,0,
8/13/2013 09:41:16.453,919,01312035 EQ-02,0,100,0,90,1,1,30.4,Prone,Stationary,Blue,0,
8/13/2013 09:41:31.453,934,01312035 EQ-02,0,100,0,90,1,1,30.4,Prone,Stationary,Blue,0,
8/13/2013 09:41:46.453,949,01312035 EQ-02,0,100,0,90,1,1,30.4,Prone,Stationary,Blue,0,
8/13/2013 09:42:01.453,964,01312035 EQ-02,0,100,0,90,1,1,30.4,Prone,Stationary,Blue,0,
8/13/2013 09:42:16.453,979,01312035 EQ-02,0,100,0,90,1,1,30.4,Prone,Stationary,Blue,0,
8/13/2013 09:42:31.453,994,01312035 EQ-02,0,100,0,90,1,1,30.4,Prone,Stationary,Blue,0,
8/13/2013 09:42:46.453,1009,01312035 EQ-02,0,100,0,90,1,1,30.4,Prone,Stationary,Blue,0,
8/13/2013 09:43:01.453,1024,01312035 EQ-02,0,100,0,90,1,1,30.4,Prone,Stationary,Blue,0,
8/13/2013 09:43:16.453,1039,01312035 EQ-02,0,100,0,90,1,1,30.4,Prone,Stationary,Blue,0,
8/13/2013 09:43:31.453,1054,01312035 EQ-02,0,100,0,90,1,1,30.4,Prone,Stationary,Blue,0,
8/13/2013 09:43:46.453,1069,01312035 EQ-02,0,100,0,90,1,1,30.4,Prone,Stationary,Blue,0,
8/13/2013 09:44:01.453,1084,01312035 EQ-02,0,100,0,90,1,1,30.4,Prone,Stationary,Blue,0,
8/13/2013 09:44:16.453,1099,01312035 EQ-02,0,100,0,90,1,1,30.4,Prone,Stationary,Blue,0,
8/13/2013 09:44:31.453,1114,01312035 EQ-02,0,100,0,90,1,1,30.4,Prone,Stationary,Blue,0,
8/13/2013 09:44:46.453,1129,01312035 EQ-02,0,100,0,90,1,1,30.4,Prone,Stationary,Blue,0,
8/13/2013 09:45:01.453,1144,01312035 EQ-02,0,100,0,90,1,1,30.4,Prone,Stationary,Blue,0,
8/13/2013 09:45:16.453,1159,01312035 EQ-02,0,100,0,90,1,1,30.3,Prone,Stationary,Blue,0,
8/13/2013 09:45:31.453,1174,01312035 EQ-02,0,100,0,90,1,1,30.3,Prone,Stationary,Blue,0,
8/13/2013 09:45:46.453,1189,01312035 EQ-02,0,100,0,90,1,1,30.4,Prone,Stationary,Blue,0,
8/13/2013 09:46:01.453,1204,01312035 EQ-02,0,100,0,90,1,1,30.3,Prone,Stationary,Blue,0,
8/13/2013 09:46:16.453,1219,01312035 EQ-02,0,100,0,90,1,1,30.3,Prone,Stationary,Blue,0,
8/13/2013 09:46:31.453,1234,01312035 EQ-02,0,100,0,90,1,1,30.3,Prone,Stationary,Blue,0,
8/13/2013 09:46:46.453,1249,01312035 EQ-02,0,100,0,90,1,1,30.3,Prone,Stationary,Blue,0,
8/13/2013 09:47:01.453,1264,01312035 EQ-02,0,100,0,90,1,1,30.3,Prone,Stationary,Blue,0,
8/13/2013 09:47:16.453,1279,01312035 EQ-02,0,100,0,90,1,1,30.3,Prone,Stationary,Blue,0,
8/13/2013 09:47:31.453,1294,01312035 EQ-02,0,100,0,90,1,1,30.3,Prone,Stationary,Blue,0,
8/13/2013 09:47:46.453,1309,01312035 EQ-02,0,100,0,90,1,1,30.3,Prone,Stationary,Blue,0,
8/13/2013 09:48:01.453,1324,01312035 EQ-02,0,100,0,90,1,1,30.3,Prone,Stationary,Blue,0,
8/13/2013 09:48:16.453,1339,01312035 EQ-02,0,100,0,90,1,1,30.3,Prone,Stationary,Blue,0,
8/13/2013 09:48:31.453,1354,01312035 EQ-02,0,100,0,90,1,1,30.3,Prone,Stationary,Blue,0,
8/13/2013 09:48:46.453,1369,01312035 EQ-02,0,100,0,90,1,1,30.3,Prone,Stationary,Blue,0,
8/13/2013 09:49:01.453,1384,01312035 EQ-02,0,100,0,90,1,1,30.3,Prone,Stationary,Blue,0,
8/13/2013 09:49:16.453,1399,01312035 EQ-02,0,100,0,90,1,1,30.3,Prone,Stationary,Blue,0,
8/13/2013 09:49:31.453,1414,01312035 EQ-02,0,100,0,90,1,1,30.3,Prone,Stationary,Blue,0,
8/13/2013 09:49:46.453,1429,01312035 EQ-02,0,100,0,90,1,1,30.3,Prone,Stationary,Blue,0,
8/13/2013 09:50:01.453,1444,01312035 EQ-02,0,100,0,90,1,1,30.3,Prone,Stationary,Blue,0,
8/13/2013 09:50:16.453,1459,01312035 EQ-02,0,100,0,90,1,1,30.3,Prone,Stationary,Blue,0,
8/13/2013 09:50:31.453,1474,01312035 EQ-02,0,100,0,90,1,1,30.3,Prone,Stationary,Blue,0,
8/13/2013 09:50:46.453,1489,01312035 EQ-02,0,100,0,90,1,1,30.3,Prone,Stationary,Blue,0,
8/13/2013 09:51:01.453,1504,01312035 EQ-02,0,100,0,90,1,1,30.3,Prone,Stationary,Blue,0,
8/13/2013 09:51:16.453,1519,01312035 EQ-02,0,100,0,90,1,1,30.3,Prone,Stationary,Blue,0,
8/13/2013 09:51:31.453,1534,01312035 EQ-02,0,100,0,90,1,1,30.3,Prone,Stationary,Blue,0,
8/13/2013 09:51:46.453,1549,01312035 EQ-02,0,100,0,90,1,1,30.3,Prone,Stationary,Blue,0,
8/13/2013 09:52:01.453,1564,01312035 EQ-02,0,100,0,90,1,1,30.3,Prone,Stationary,Blue,0,
8/13/2013 09:52:16.453,1579,01312035 EQ-02,0,100,0,90,1,1,30.3,Prone,Stationary,Blue,0,
8/13/2013 09:52:31.453,1594,01312035 EQ-02,0,100,0,90,1,1,30.3,Prone,Stationary,Blue,0,
8/13/2013 09:52:46.453,1609,01312035 EQ-02,0,100,0,90,1,1,30.3,Prone,Stationary,Blue,0,
8/13/2013 09:53:01.453,1624,01312035 EQ-02,0,100,0,90,1,1,30.3,Prone,Stationary,Blue,0,
8/13/2013 09:53:16.453,1639,01312035 EQ-02,0,100,0,90,1,1,30.3,Prone,Stationary,Blue,0,
8/13/2013 09:53:31.453,1654,01312035 EQ-02,0,100,0,90,1,1,30.3,Prone,Stationary,Blue,0,
8/13/2013 09:53:46.453,1669,01312035 EQ-02,0,100,0,90,1,1,30.3,Prone,Stationary,Blue,0,
8/13/2013 09:54:01.453,1684,01312035 EQ-02,0,100,0,90,1,1,30.2,Prone,Stationary,Blue,0,
8/13/2013 09:54:16.453,1699,01312035 EQ-02,0,100,0,90,1,1,30.3,Prone,Stationary,Blue,0,
8/13/2013 09:54:31.453,1714,01312035 EQ-02,0,100,0,90,1,1,30.3,Prone,Stationary,Blue,0,
8/13/2013 09:54:46.453,1729,01312035 EQ-02,0,100,0,90,1,1,30.3,Prone,Stationary,Blue,0,
8/13/2013 09:55:01.453,1744,01312035 EQ-02,0,100,0,90,1,1,30.2,Prone,Stationary,Blue,0,
8/13/2013 09:55:16.453,1759,01312035 EQ-02,0,100,0,90,1,1,30.3,Prone,Stationary,Blue,0,
8/13/2013 09:55:31.453,1774,01312035 EQ-02,0,100,0,90,1,1,30.3,Prone,Stationary,Blue,0,
8/13/2013 09:55:46.453,1789,01312035 EQ-02,0,100,0,90,1,1,30.2,Prone,Stationary,Blue,0,
8/13/2013 09:56:01.453,1804,01312035 EQ-02,0,100,0,90,1,1,30.3,Prone,Stationary,Blue,0,
8/13/2013 09:56:16.453,1819,01312035 EQ-02,0,100,0,90,1,1,30.2,Prone,Stationary,Blue,0,
8/13/2013 09:56:31.453,1834,01312035 EQ-02,0,100,0,90,1,1,30.2,Prone,Stationary,Blue,0,
8/13/2013 09:56:46.453,1849,01312035 EQ-02,0,100,0,90,1,1,30.3,Prone,Stationary,Blue,0,
8/13/2013 09:57:01.453,1864,01312035 EQ-02,0,100,0,90,1,1,30.2,Prone,Stationary,Blue,0,
8/13/2013 09:57:16.453,1879,01312035 EQ-02,0,100,0,90,1,1,30.2,Prone,Stationary,Blue,0,
8/13/2013 09:57:31.453,1894,01312035 EQ-02,0,100,0,90,1,1,30.2,Prone,Stationary,Blue,0,
8/13/2013 09:57:46.453,1909,01312035 EQ-02,0,100,0,90,1,1,30.2,Prone,Stationary,Blue,0,
8/13/2013 09:58:01.453,1924,01312035 EQ-02,0,100,0,90,1,1,30.2,Prone,Stationary,Blue,0,
8/13/2013 09:58:16.453,1939,01312035 EQ-02,0,100,0,90,1,1,30.2,Prone,Stationary,Blue,0,
8/13/2013 09:58:31.453,1954,01312035 EQ-02,0,100,0,90,1,1,30.2,Prone,Stationary,Blue,0,
8/13/2013 09:58:46.453,1969,01312035 EQ-02,0,100,0,90,1,1,30.2,Prone,Stationary,Blue,0,
8/13/2013 09:59:01.453,1984,01312035 EQ-02,0,100,0,90,1,1,30.2,Prone,Stationary,Blue,0,
8/13/2013 09:59:16.453,1999,01312035 EQ-02,0,100,0,90,1,1,30.2,Prone,Stationary,Blue,0,
8/13/2013 09:59:31.453,2014,01312035 EQ-02,0,100,0,90,1,1,30.2,Prone,Stationary,Blue,0,
8/13/2013 09:59:46.453,2029,01312035 EQ-02,0,100,0,90,1,1,30.2,Prone,Stationary,Blue,0,
8/13/2013 10:00:01.453,2044,01312035 EQ-02,0,100,0,90,1,1,30.2,Prone,Stationary,Blue,0,
8/13/2013 10:00:16.453,2059,01312035 EQ-02,0,100,0,90,1,1,30.2,Prone,Stationary,Blue,0,
8/13/2013 10:00:31.453,2074,01312035 EQ-02,0,100,0,90,1,1,30.2,Prone,Stationary,Blue,0,
8/13/2013 10:00:46.453,2089,01312035 EQ-02,0,100,0,90,1,1,30.2,Prone,Stationary,Blue,0,
8/13/2013 10:01:01.453,2104,01312035 EQ-02,0,100,0,90,1,1,30.2,Prone,Stationary,Blue,0,
8/13/2013 10:01:16.453,2119,01312035 EQ-02,0,100,0,90,1,1,30.2,Prone,Stationary,Blue,0,
8/13/2013 10:01:31.453,2134,01312035 EQ-02,0,100,0,90,1,1,30.2,Prone,Stationary,Blue,0,
8/13/2013 10:01:46.453,2149,01312035 EQ-02,0,100,0,90,1,1,30.2,Prone,Stationary,Blue,0,
8/13/2013 10:02:01.453,2164,01312035 EQ-02,0,100,0,90,1,1,30.2,Prone,Stationary,Blue,0,
8/13/2013 10:02:16.453,2179,01312035 EQ-02,0,100,0,90,1,1,30.2,Prone,Stationary,Blue,0,
8/13/2013 10:02:31.453,2194,01312035 EQ-02,0,100,0,90,1,1,30.2,Prone,Stationary,Blue,0,
8/13/2013 10:02:46.453,2209,01312035 EQ-02,0,100,0,90,1,1,30.2,Prone,Stationary,Blue,0,
8/13/2013 10:03:01.453,2224,01312035 EQ-02,0,100,0,90,1,1,30.2,Prone,Stationary,Blue,0,
8/13/2013 10:03:16.453,2239,01312035 EQ-02,0,100,0,90,1,1,30.2,Prone,Stationary,Blue,0,
8/13/2013 10:03:31.453,2254,01312035 EQ-02,0,100,0,90,1,1,30.2,Prone,Stationary,Blue,0,
8/13/2013 10:03:46.453,2269,01312035 EQ-02,0,100,0,90,1,1,30.2,Prone,Stationary,Blue,0,
8/13/2013 10:04:01.453,2284,01312035 EQ-02,0,100,0,90,1,1,30.2,Prone,Stationary,Blue,0,
8/13/2013 10:04:16.453,2299,01312035 EQ-02,0,100,0,90,1,1,30.2,Prone,Stationary,Blue,0,
8/13/2013 10:04:31.453,2314,01312035 EQ-02,0,100,0,90,1,1,30.2,Prone,Stationary,Blue,0,
8/13/2013 10:04:46.453,2329,01312035 EQ-02,0,100,0,90,1,1,30.2,Prone,Stationary,Blue,0,
8/13/2013 10:05:01.453,2344,01312035 EQ-02,0,100,0,90,1,1,30.2,Prone,Stationary,Blue,0,
8/13/2013 10:05:16.453,2359,01312035 EQ-02,0,100,0,90,1,1,30.2,Prone,Stationary,Blue,0,
8/13/2013 10:05:31.453,2374,01312035 EQ-02,0,100,0,90,1,1,30.2,Prone,Stationary,Blue,0,
8/13/2013 10:05:46.453,2389,01312035 EQ-02,0,100,0,90,1,1,30.2,Prone,Stationary,Blue,0,
8/13/2013 10:06:01.453,2404,01312035 EQ-02,0,100,0,90,1,1,30.2,Prone,Stationary,Blue,0,
8/13/2013 10:06:16.453,2419,01312035 EQ-02,0,100,0,90,1,1,30.2,Prone,Stationary,Blue,0,
8/13/2013 10:06:31.453,2434,01312035 EQ-02,0,100,0,90,1,1,30.2,Prone,Stationary,Blue,0,
8/13/2013 10:06:46.453,2449,01312035 EQ-02,0,100,0,90,1,1,30.2,Prone,Stationary,Blue,0,
8/13/2013 10:07:01.453,2464,01312035 EQ-02,0,100,0,90,1,1,30.2,Prone,Stationary,Blue,0,
8/13/2013 10:07:16.453,2479,01312035 EQ-02,0,100,0,90,1,1,30.2,Prone,Stationary,Blue,0,
8/13/2013 10:07:31.453,2494,01312035 EQ-02,0,100,0,90,1,1,30.2,Prone,Stationary,Blue,0,
8/13/2013 10:07:46.453,2509,01312035 EQ-02,0,100,0,90,1,1,30.2,Prone,Stationary,Blue,0,
8/13/2013 10:08:01.453,2524,01312035 EQ-02,0,100,0,90,1,1,30.2,Prone,Stationary,Blue,0,
8/13/2013 10:08:16.453,2539,01312035 EQ-02,0,100,0,90,1,1,30.2,Prone,Stationary,Blue,0,
8/13/2013 10:08:31.453,2554,01312035 EQ-02,0,100,0,90,1,1,30.1,Prone,Stationary,Blue,0,
8/13/2013 10:08:46.453,2569,01312035 EQ-02,0,100,0,90,1,1,30.1,Prone,Stationary,Blue,0,
8/13/2013 10:09:01.453,2584,01312035 EQ-02,0,100,0,90,1,1,30.2,Prone,Stationary,Blue,0,
8/13/2013 10:09:16.453,2599,01312035 EQ-02,0,100,0,90,1,1,30.1,Prone,Stationary,Blue,0,
8/13/2013 10:09:31.453,2614,01312035 EQ-02,0,100,0,90,1,1,30.2,Prone,Stationary,Blue,0,
8/13/2013 10:09:46.453,2629,01312035 EQ-02,0,100,0,90,1,1,30.1,Prone,Stationary,Blue,0,
8/13/2013 10:10:01.453,2644,01312035 EQ-02,0,100,0,90,1,1,30.1,Prone,Stationary,Blue,0,
8/13/2013 10:10:16.453,2659,01312035 EQ-02,0,100,0,90,1,1,30.2,Prone,Stationary,Blue,0,
8/13/2013 10:10:31.453,2674,01312035 EQ-02,0,100,0,90,1,1,30.1,Prone,Stationary,Blue,0,
8/13/2013 10:10:46.453,2689,01312035 EQ-02,0,100,0,90,1,1,30.1,Prone,Stationary,Blue,0,
8/13/2013 10:11:01.453,2704,01312035 EQ-02,0,100,0,90,1,1,30.1,Prone,Stationary,Blue,0,
8/13/2013 10:11:16.453,2719,01312035 EQ-02,0,100,0,90,1,1,30.1,Prone,Stationary,Blue,0,
8/13/2013 10:11:31.453,2734,01312035 EQ-02,0,100,0,90,1,1,30.1,Prone,Stationary,Blue,0,
8/13/2013 10:11:46.453,2749,01312035 EQ-02,0,100,0,90,1,1,30.1,Prone,Stationary,Blue,0,
8/13/2013 10:12:01.453,2764,01312035 EQ-02,0,100,0,90,1,1,30.1,Prone,Stationary,Blue,0,
8/13/2013 10:12:16.453,2779,01312035 EQ-02,0,100,0,90,1,1,30.1,Prone,Stationary,Blue,0,
8/13/2013 10:12:31.453,2794,01312035 EQ-02,0,100,0,90,1,1,30.1,Prone,Stationary,Blue,0,
8/13/2013 10:12:46.453,2809,01312035 EQ-02,0,100,0,90,1,1,30.1,Prone,Stationary,Blue,0,
8/13/2013 10:13:01.453,2824,01312035 EQ-02,0,100,0,90,1,1,30.1,Prone,Stationary,Blue,0,
8/13/2013 10:13:16.453,2839,01312035 EQ-02,0,100,0,90,1,1,30.1,Prone,Stationary,Blue,0,
8/13/2013 10:13:31.453,2854,01312035 EQ-02,0,100,0,90,1,1,30.1,Prone,Stationary,Blue,0,
8/13/2013 10:13:46.453,2869,01312035 EQ-02,0,100,0,90,1,1,30.1,Prone,Stationary,Blue,0,
8/13/2013 10:14:01.453,2884,01312035 EQ-02,0,100,0,90,1,1,30.1,Prone,Stationary,Blue,0,
8/13/2013 10:14:16.453,2899,01312035 EQ-02,0,100,0,90,1,1,30.1,Prone,Stationary,Blue,0,
8/13/2013 10:14:31.453,2914,01312035 EQ-02,0,100,0,90,1,1,30.1,Prone,Stationary,Blue,0,
8/13/2013 10:14:46.453,2929,01312035 EQ-02,0,100,0,90,1,1,30.1,Prone,Stationary,Blue,0,
8/13/2013 10:15:01.453,2944,01312035 EQ-02,0,100,0,90,1,1,30.1,Prone,Stationary,Blue,0,
8/13/2013 10:15:16.453,2959,01312035 EQ-02,0,100,0,90,1,1,30.1,Prone,Stationary,Blue,0,
8/13/2013 10:15:31.453,2974,01312035 EQ-02,0,100,0,90,1,1,30.1,Prone,Stationary,Blue,0,
8/13/2013 10:15:46.453,2989,01312035 EQ-02,0,100,0,90,1,1,30.1,Prone,Stationary,Blue,0,
8/13/2013 10:16:01.453,3004,01312035 EQ-02,0,100,0,90,1,1,30.1,Prone,Stationary,Blue,0,
8/13/2013 10:16:16.453,3019,01312035 EQ-02,0,100,0,90,1,1,30.1,Prone,Stationary,Blue,0,
8/13/2013 10:16:31.453,3034,01312035 EQ-02,0,100,0,90,1,1,30.1,Prone,Stationary,Blue,0,
8/13/2013 10:16:46.453,3049,01312035 EQ-02,0,100,0,90,1,1,30.1,Prone,Stationary,Blue,0,
8/13/2013 10:17:01.453,3064,01312035 EQ-02,0,100,0,90,1,1,30.1,Prone,Stationary,Blue,0,
8/13/2013 10:17:16.453,3079,01312035 EQ-02,0,100,0,90,1,1,30.1,Prone,Stationary,Blue,0,
8/13/2013 10:17:31.453,3094,01312035 EQ-02,0,100,0,90,1,1,30.1,Prone,Stationary,Blue,0,
8/13/2013 10:17:46.453,3109,01312035 EQ-02,0,100,0,90,1,1,30.1,Prone,Stationary,Blue,0,
8/13/2013 10:18:01.453,3124,01312035 EQ-02,0,100,0,90,1,1,30.1,Prone,Stationary,Blue,0,
8/13/2013 10:18:16.453,3139,01312035 EQ-02,0,100,0,90,1,1,30.1,Prone,Stationary,Blue,0,
8/13/2013 10:18:31.453,3154,01312035 EQ-02,0,100,0,90,1,1,30,Prone,Stationary,Blue,0,
8/13/2013 10:18:46.453,3169,01312035 EQ-02,0,100,0,90,1,1,30,Prone,Stationary,Blue,0,
8/13/2013 10:19:01.453,3184,01312035 EQ-02,0,100,0,90,1,1,30.1,Prone,Stationary,Blue,0,
8/13/2013 10:19:16.453,3199,01312035 EQ-02,0,100,0,90,1,1,30.1,Prone,Stationary,Blue,0,
8/13/2013 10:19:31.453,3214,01312035 EQ-02,0,100,0,90,1,1,30.1,Prone,Stationary,Blue,0,
8/13/2013 10:19:46.453,3229,01312035 EQ-02,0,100,0,90,1,1,30.1,Prone,Stationary,Blue,0,
8/13/2013 10:20:01.453,3244,01312035 EQ-02,0,100,0,90,1,1,30.1,Prone,Stationary,Blue,0,
8/13/2013 10:20:16.453,3259,01312035 EQ-02,0,100,0,90,1,1,30.1,Prone,Stationary,Blue,0,
8/13/2013 10:20:31.453,3274,01312035 EQ-02,0,100,0,90,1,1,30.1,Prone,Stationary,Blue,0,
8/13/2013 10:20:46.453,3289,01312035 EQ-02,0,100,0,90,1,1,30,Prone,Stationary,Blue,0,
8/13/2013 10:21:01.453,3304,01312035 EQ-02,0,100,0,90,1,1,30.1,Prone,Stationary,Blue,0,
8/13/2013 10:21:16.453,3319,01312035 EQ-02,0,100,0,90,1,1,30,Prone,Stationary,Blue,0,
8/13/2013 10:21:31.453,3334,01312035 EQ-02,0,100,0,90,1,1,30,Prone,Stationary,Blue,0,
8/13/2013 10:21:46.453,3349,01312035 EQ-02,0,100,0,90,1,1,30.1,Prone,Stationary,Blue,0,
8/13/2013 10:22:01.453,3364,01312035 EQ-02,0,100,0,90,1,1,30,Prone,Stationary,Blue,0,
8/13/2013 10:22:16.453,3379,01312035 EQ-02,0,100,0,90,1,1,30.1,Prone,Stationary,Blue,0,
8/13/2013 10:22:31.453,3394,01312035 EQ-02,0,100,0,90,1,1,30,Prone,Stationary,Blue,0,
8/13/2013 10:22:46.453,3409,01312035 EQ-02,0,100,0,90,1,1,30,Prone,Stationary,Blue,0,
8/13/2013 10:23:01.453,3424,01312035 EQ-02,0,100,0,90,1,1,30,Prone,Stationary,Blue,0,
8/13/2013 10:23:16.453,3439,01312035 EQ-02,0,100,0,90,1,1,30,Prone,Stationary,Blue,0,
8/13/2013 10:23:31.453,3454,01312035 EQ-02,0,100,0,90,1,1,30,Prone,Stationary,Blue,0,
8/13/2013 10:23:46.453,3469,01312035 EQ-02,0,100,0,90,1,1,30.1,Prone,Stationary,Blue,0,
8/13/2013 10:24:01.453,3484,01312035 EQ-02,0,100,0,90,1,1,30.1,Prone,Stationary,Blue,0,
8/13/2013 10:24:16.453,3499,01312035 EQ-02,0,100,0,90,1,1,30,Prone,Stationary,Blue,0,
8/13/2013 10:24:31.453,3514,01312035 EQ-02,0,100,0,90,1,1,30,Prone,Stationary,Blue,0,
8/13/2013 10:24:46.453,3529,01312035 EQ-02,0,100,0,90,1,1,30.1,Prone,Stationary,Blue,0,
8/13/2013 10:25:01.453,3544,01312035 EQ-02,0,100,0,90,1,1,30,Prone,Stationary,Blue,0,
8/13/2013 10:25:16.453,3559,01312035 EQ-02,0,100,0,90,1,1,30.1,Prone,Stationary,Blue,0,
8/13/2013 10:25:31.453,3574,01312035 EQ-02,0,100,0,90,1,1,30,Prone,Stationary,Blue,0,
8/13/2013 10:25:46.453,3589,01312035 EQ-02,0,100,0,90,1,1,30,Prone,Stationary,Blue,0,
8/13/2013 10:26:01.453,4,01312035 EQ-02,0,100,0,90,1,1,30,Prone,Stationary,Blue,0,
8/13/2013 10:26:16.453,19,01312035 EQ-02,0,100,0,90,1,1,30,Prone,Stationary,Blue,0,
8/13/2013 10:26:31.453,34,01312035 EQ-02,0,100,0,90,1,1,30,Prone,Stationary,Blue,0,
8/13/2013 10:26:46.453,49,01312035 EQ-02,0,100,0,90,1,1,30,Prone,Stationary,Blue,0,
8/13/2013 10:27:01.453,64,01312035 EQ-02,0,100,0,90,1,1,30,Prone,Stationary,Blue,0,
8/13/2013 10:27:16.453,79,01312035 EQ-02,0,100,0,90,1,1,30,Prone,Stationary,Blue,0,
8/13/2013 10:27:31.453,94,01312035 EQ-02,0,100,0,90,1,1,30,Prone,Stationary,Blue,0,
8/13/2013 10:27:46.453,109,01312035 EQ-02,0,100,0,90,1,1,30,Prone,Stationary,Blue,0,
8/13/2013 10:28:01.453,124,01312035 EQ-02,0,100,0,90,1,1,30,Prone,Stationary,Blue,0,
8/13/2013 10:28:16.453,139,01312035 EQ-02,0,100,0,90,1,1,30,Prone,Stationary,Blue,0,
8/13/2013 10:28:31.453,154,01312035 EQ-02,0,100,0,90,1,1,30,Prone,Stationary,Blue,0,
8/13/2013 10:28:46.453,169,01312035 EQ-02,0,100,0,90,1,1,30,Prone,Stationary,Blue,0,
8/13/2013 10:29:01.453,184,01312035 EQ-02,0,100,0,90,1,1,30,Prone,Stationary,Blue,0,
8/13/2013 10:29:16.453,199,01312035 EQ-02,0,100,0,90,1,1,30,Prone,Stationary,Blue,0,
8/13/2013 10:29:31.453,214,01312035 EQ-02,0,100,0,90,1,1,30,Prone,Stationary,Blue,0,
8/13/2013 10:29:46.453,229,01312035 EQ-02,0,100,0,90,1,1,30,Prone,Stationary,Blue,0,
8/13/2013 10:30:01.453,244,01312035 EQ-02,0,100,0,90,1,1,30,Prone,Stationary,Blue,0,
8/13/2013 10:30:16.453,259,01312035 EQ-02,0,100,0,90,1,1,30,Prone,Stationary,Blue,0,
8/13/2013 10:30:31.453,274,01312035 EQ-02,0,100,0,90,1,1,30,Prone,Stationary,Blue,0,
8/13/2013 10:30:46.453,289,01312035 EQ-02,0,100,0,90,1,1,30,Prone,Stationary,Blue,0,
8/13/2013 10:31:01.453,304,01312035 EQ-02,0,100,0,90,1,1,30,Prone,Stationary,Blue,0,
8/13/2013 10:31:16.453,319,01312035 EQ-02,0,100,0,90,1,1,30,Prone,Stationary,Blue,0,
8/13/2013 10:31:31.453,334,01312035 EQ-02,0,100,0,90,1,1,30,Prone,Stationary,Blue,0,
8/13/2013 10:31:46.453,349,01312035 EQ-02,0,100,0,90,1,1,30,Prone,Stationary,Blue,0,
8/13/2013 10:32:01.453,364,01312035 EQ-02,0,100,0,90,1,1,30,Prone,Stationary,Blue,0,
8/13/2013 10:32:16.453,379,01312035 EQ-02,0,100,0,90,1,1,30,Prone,Stationary,Blue,0,
8/13/2013 10:32:31.453,394,01312035 EQ-02,0,100,0,90,1,1,30,Prone,Stationary,Blue,0,
8/13/2013 10:32:46.453,409,01312035 EQ-02,0,100,0,90,1,1,30,Prone,Stationary,Blue,0,
8/13/2013 10:33:01.453,424,01312035 EQ-02,0,100,0,90,1,1,30,Prone,Stationary,Blue,0,
8/13/2013 10:33:16.453,439,01312035 EQ-02,0,100,0,90,1,1,30,Prone,Stationary,Blue,0,
8/13/2013 10:33:31.453,454,01312035 EQ-02,0,100,0,90,1,1,30,Prone,Stationary,Blue,0,
8/13/2013 10:33:46.453,469,01312035 EQ-02,0,100,0,90,1,1,29.9,Prone,Stationary,Blue,0,
8/13/2013 10:34:01.453,484,01312035 EQ-02,0,100,0,90,1,1,30,Prone,Stationary,Blue,0,
8/13/2013 10:34:16.453,499,01312035 EQ-02,0,100,0,90,1,1,30,Prone,Stationary,Blue,0,
8/13/2013 10:34:31.453,514,01312035 EQ-02,0,100,0,90,1,1,30,Prone,Stationary,Blue,0,
8/13/2013 10:34:46.453,529,01312035 EQ-02,0,100,0,90,1,1,29.9,Prone,Stationary,Blue,0,
8/13/2013 10:35:01.453,544,01312035 EQ-02,0,100,0,90,1,1,30,Prone,Stationary,Blue,0,
8/13/2013 10:35:16.453,559,01312035 EQ-02,0,100,0,90,1,1,29.9,Prone,Stationary,Blue,0,
8/13/2013 10:35:31.453,574,01312035 EQ-02,0,100,0,90,1,1,30,Prone,Stationary,Blue,0,
8/13/2013 10:35:46.453,589,01312035 EQ-02,0,100,0,90,1,1,29.9,Prone,Stationary,Blue,0,
8/13/2013 10:36:01.453,604,01312035 EQ-02,0,100,0,90,1,1,29.9,Prone,Stationary,Blue,0,
8/13/2013 10:36:16.453,619,01312035 EQ-02,0,100,0,90,1,1,29.9,Prone,Stationary,Blue,0,
8/13/2013 10:36:31.453,634,01312035 EQ-02,0,100,0,90,1,1,29.9,Prone,Stationary,Blue,0,
8/13/2013 10:36:46.453,649,01312035 EQ-02,0,100,0,90,1,1,29.9,Prone,Stationary,Blue,0,
8/13/2013 10:37:01.453,664,01312035 EQ-02,0,100,0,90,1,1,29.9,Prone,Stationary,Blue,0,
8/13/2013 10:37:16.453,679,01312035 EQ-02,0,100,0,90,1,1,29.9,Prone,Stationary,Blue,0,
8/13/2013 10:37:31.453,694,01312035 EQ-02,0,100,0,90,1,1,29.9,Prone,Stationary,Blue,0,
8/13/2013 10:37:46.453,709,01312035 EQ-02,0,100,0,90,1,1,29.9,Prone,Stationary,Blue,0,
